,appId,day_month_year,sentiment_score,2wk_avg_sen
0,com.depop,2014-02-11,0.5293,
1,com.depop,2014-02-12,-0.1376,
2,com.depop,2014-02-13,0.2663666666666667,
3,com.depop,2014-02-17,0.0,
4,com.depop,2014-02-18,0.0,
5,com.depop,2014-02-20,-0.376,
6,com.depop,2014-02-22,0.41085,
7,com.depop,2014-02-23,0.4853,
8,com.depop,2014-02-26,0.0,
9,com.depop,2014-02-27,-0.1531,
10,com.depop,2014-03-01,-0.2057,
11,com.depop,2014-03-02,0.028200000000000003,
12,com.depop,2014-03-04,-0.49535,
13,com.depop,2014-03-05,0.7482,0.07860476190476191
14,com.depop,2014-03-10,0.9253,0.10689047619047619
15,com.depop,2014-03-14,0.3682,0.14301904761904763
16,com.depop,2014-03-16,0.7462,0.17729285714285714
17,com.depop,2014-03-18,0.8816999999999999,0.24027142857142855
18,com.depop,2014-03-20,-0.058599999999999985,0.2360857142857143
19,com.depop,2014-03-22,0.7932,0.3196
20,com.depop,2014-03-25,-0.5256,0.2527107142857143
21,com.depop,2014-03-26,-0.8553,0.15695357142857144
22,com.depop,2014-04-01,0.02,0.15838214285714283
23,com.depop,2014-04-03,0.9482,0.2370464285714286
24,com.depop,2014-04-04,0.6369,0.29723214285714283
25,com.depop,2014-04-07,-0.3544,0.2699035714285714
26,com.depop,2014-04-08,-0.148,0.29471428571428576
27,com.depop,2014-04-12,-0.5709,0.2004928571428572
28,com.depop,2014-04-15,0.9516,0.2023714285714286
29,com.depop,2014-04-16,-0.2673,0.15697857142857144
30,com.depop,2014-04-17,0.0,0.10367857142857144
31,com.depop,2014-04-21,-0.5267,0.0030785714285714544
32,com.depop,2014-04-22,-0.9539,-0.06087142857142854
33,com.depop,2014-04-23,0.6217,-0.07312142857142853
34,com.depop,2014-04-24,0.5009,0.00020000000000002554
35,com.depop,2014-04-25,0.18105,0.07422500000000001
36,com.depop,2014-04-26,0.0,0.07279642857142858
37,com.depop,2014-04-27,0.0,0.0050678571428571595
38,com.depop,2014-04-28,0.82475,0.018485714285714303
39,com.depop,2014-04-29,0.0857,0.04992142857142858
40,com.depop,2014-04-30,0.4019,0.08920000000000002
41,com.depop,2014-05-01,0.13426666666666667,0.13956904761904762
42,com.depop,2014-05-02,-0.0598,0.06732619047619048
43,com.depop,2014-05-03,-0.5563,0.046683333333333334
44,com.depop,2014-05-04,0.2942,0.06769761904761905
45,com.depop,2014-05-06,0.31584999999999996,0.1278797619047619
46,com.depop,2014-05-07,0.10709999999999997,0.20366547619047617
47,com.depop,2014-05-08,-0.01962499999999999,0.15785654761904763
48,com.depop,2014-05-09,0.3454,0.14674940476190476
49,com.depop,2014-05-10,-0.07705000000000001,0.12831369047619048
50,com.depop,2014-05-11,0.04443999999999999,0.13148797619047617
51,com.depop,2014-05-12,-0.0035857142857142637,0.13123185374149657
52,com.depop,2014-05-13,0.04139999999999999,0.07527828231292517
53,com.depop,2014-05-14,0.7299,0.12129256802721088
54,com.depop,2014-05-15,0.07570000000000005,0.09799256802721089
55,com.depop,2014-05-16,0.7543,0.1422806632653061
56,com.depop,2014-05-17,0.41445,0.1761556632653061
57,com.depop,2014-05-18,0.6801,0.2644699489795918
58,com.depop,2014-05-19,0.47785,0.277587806122449
59,com.depop,2014-05-20,-0.005400000000000005,0.25464137755102045
60,com.depop,2014-05-21,-0.8391,0.18705566326530615
